hr,casual,Predicted Y
10,28,32.35410458239353
11,40,34.501904755846255
12,46,36.649704929298984
13,43,38.797505102751714
14,33,40.94530527620444
15,44,43.093105449657166
16,46,45.240905623109896
17,35,47.388705796562625
18,36,49.53650597001535
19,16,51.68430614346808
20,12,53.83210631692081
21,5,55.97990649037353
22,4,58.12770666382626
23,8,60.27550683727899
0,0,10.876102847866257
1,0,13.023903021318985
2,1,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,4,23.76290388858262
7,1,25.91070406203535
8,4,28.058504235488076
9,1,30.206304408940802
10,0,32.35410458239353
11,1,34.501904755846255
12,6,36.649704929298984
13,0,38.797505102751714
14,0,40.94530527620444
15,3,43.093105449657166
16,3,45.240905623109896
17,3,47.388705796562625
18,6,49.53650597001535
19,3,51.68430614346808
20,7,53.83210631692081
21,1,55.97990649037353
22,10,58.12770666382626
23,3,60.27550683727899
0,7,10.876102847866257
1,9,13.023903021318985
2,7,15.171703194771712
3,7,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,2,23.76290388858262
7,7,25.91070406203535
8,20,28.058504235488076
9,55,30.206304408940802
10,53,32.35410458239353
11,58,34.501904755846255
12,85,36.649704929298984
13,113,38.797505102751714
14,91,40.94530527620444
15,88,43.093105449657166
16,107,45.240905623109896
17,54,47.388705796562625
18,51,49.53650597001535
19,28,51.68430614346808
20,18,53.83210631692081
21,4,55.97990649037353
22,13,58.12770666382626
23,7,60.27550683727899
0,3,10.876102847866257
1,5,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,4,23.76290388858262
7,11,25.91070406203535
8,17,28.058504235488076
9,14,30.206304408940802
10,18,32.35410458239353
11,31,34.501904755846255
12,30,36.649704929298984
13,24,38.797505102751714
14,22,40.94530527620444
15,27,43.093105449657166
16,30,45.240905623109896
17,44,47.388705796562625
18,30,49.53650597001535
19,12,51.68430614346808
20,18,53.83210631692081
21,7,55.97990649037353
22,8,58.12770666382626
23,6,60.27550683727899
0,3,10.876102847866257
1,3,13.023903021318985
2,1,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,3,23.76290388858262
7,8,25.91070406203535
8,17,28.058504235488076
9,16,30.206304408940802
10,21,32.35410458239353
11,16,34.501904755846255
12,23,36.649704929298984
13,20,38.797505102751714
14,32,40.94530527620444
15,38,43.093105449657166
16,46,45.240905623109896
17,36,47.388705796562625
18,39,49.53650597001535
19,39,51.68430614346808
20,18,53.83210631692081
21,13,55.97990649037353
22,5,58.12770666382626
23,11,60.27550683727899
0,0,10.876102847866257
1,2,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,1,23.76290388858262
7,11,25.91070406203535
8,20,28.058504235488076
9,15,30.206304408940802
10,25,32.35410458239353
11,27,34.501904755846255
12,32,36.649704929298984
13,22,38.797505102751714
14,40,40.94530527620444
15,26,43.093105449657166
16,35,45.240905623109896
17,30,47.388705796562625
18,31,49.53650597001535
19,25,51.68430614346808
20,5,53.83210631692081
21,13,55.97990649037353
22,7,58.12770666382626
23,3,60.27550683727899
0,3,10.876102847866257
1,3,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,3,23.76290388858262
7,12,25.91070406203535
8,8,28.058504235488076
9,9,30.206304408940802
10,12,32.35410458239353
11,12,34.501904755846255
12,17,36.649704929298984
13,19,38.797505102751714
14,32,40.94530527620444
15,24,43.093105449657166
16,33,45.240905623109896
17,33,47.388705796562625
18,24,49.53650597001535
19,18,51.68430614346808
20,11,53.83210631692081
21,4,55.97990649037353
22,21,58.12770666382626
23,15,60.27550683727899
0,11,10.876102847866257
1,1,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,2,23.76290388858262
7,10,25.91070406203535
8,8,28.058504235488076
9,15,30.206304408940802
10,19,32.35410458239353
11,34,34.501904755846255
12,44,36.649704929298984
13,33,38.797505102751714
14,54,40.94530527620444
15,45,43.093105449657166
16,53,45.240905623109896
17,42,47.388705796562625
18,35,49.53650597001535
19,14,51.68430614346808
20,15,53.83210631692081
21,8,55.97990649037353
22,6,58.12770666382626
23,17,60.27550683727899
0,4,10.876102847866257
1,5,13.023903021318985
2,7,15.171703194771712
3,0,17.31950336822444
4,3,19.46730354167717
5,0,21.615103715129894
6,3,23.76290388858262
7,3,25.91070406203535
8,4,28.058504235488076
9,30,30.206304408940802
10,56,32.35410458239353
11,69,34.501904755846255
12,137,36.649704929298984
13,148,38.797505102751714
14,159,40.94530527620444
15,141,43.093105449657166
16,128,45.240905623109896
17,100,47.388705796562625
18,52,49.53650597001535
19,45,51.68430614346808
20,29,53.83210631692081
21,19,55.97990649037353
22,10,58.12770666382626
23,4,60.27550683727899
0,10,10.876102847866257
1,11,13.023903021318985
2,6,15.171703194771712
3,5,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,5,23.76290388858262
7,4,25.91070406203535
8,19,28.058504235488076
9,36,30.206304408940802
10,76,32.35410458239353
11,104,34.501904755846255
12,120,36.649704929298984
13,105,38.797505102751714
14,101,40.94530527620444
15,96,43.093105449657166
16,84,45.240905623109896
17,71,47.388705796562625
18,39,49.53650597001535
19,21,51.68430614346808
20,16,53.83210631692081
21,11,55.97990649037353
22,5,58.12770666382626
23,7,60.27550683727899
0,1,10.876102847866257
1,2,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,2,19.46730354167717
5,1,21.615103715129894
6,2,23.76290388858262
7,6,25.91070406203535
8,13,28.058504235488076
9,18,30.206304408940802
10,28,32.35410458239353
11,28,34.501904755846255
12,21,36.649704929298984
13,32,38.797505102751714
14,30,40.94530527620444
15,38,43.093105449657166
16,40,45.240905623109896
17,39,47.388705796562625
18,18,49.53650597001535
19,20,51.68430614346808
20,17,53.83210631692081
21,10,55.97990649037353
22,6,58.12770666382626
23,1,60.27550683727899
0,0,10.876102847866257
1,3,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,1,21.615103715129894
6,3,23.76290388858262
7,7,25.91070406203535
8,11,28.058504235488076
9,14,30.206304408940802
10,25,32.35410458239353
11,21,34.501904755846255
12,28,36.649704929298984
13,31,38.797505102751714
14,32,40.94530527620444
15,33,43.093105449657166
16,39,45.240905623109896
17,40,47.388705796562625
18,30,49.53650597001535
19,14,51.68430614346808
20,12,53.83210631692081
21,16,55.97990649037353
22,13,58.12770666382626
23,3,60.27550683727899
0,0,10.876102847866257
1,0,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,0,25.91070406203535
8,19,28.058504235488076
9,22,30.206304408940802
10,16,32.35410458239353
11,21,34.501904755846255
12,24,36.649704929298984
13,31,38.797505102751714
14,26,40.94530527620444
15,21,43.093105449657166
16,24,45.240905623109896
17,27,47.388705796562625
18,21,49.53650597001535
19,12,51.68430614346808
20,18,53.83210631692081
21,9,55.97990649037353
22,9,58.12770666382626
23,5,60.27550683727899
0,0,10.876102847866257
1,1,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,4,23.76290388858262
7,6,25.91070406203535
8,18,28.058504235488076
9,23,30.206304408940802
10,17,32.35410458239353
11,9,34.501904755846255
12,18,36.649704929298984
13,9,38.797505102751714
14,6,40.94530527620444
15,5,43.093105449657166
16,6,45.240905623109896
17,9,47.388705796562625
18,10,49.53650597001535
19,19,51.68430614346808
20,8,53.83210631692081
21,6,55.97990649037353
22,5,58.12770666382626
23,9,60.27550683727899
0,10,10.876102847866257
1,3,13.023903021318985
2,1,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,5,25.91070406203535
8,9,28.058504235488076
9,15,30.206304408940802
10,38,32.35410458239353
11,20,34.501904755846255
12,41,36.649704929298984
13,57,38.797505102751714
14,64,40.94530527620444
15,29,43.093105449657166
16,49,45.240905623109896
17,24,47.388705796562625
18,23,49.53650597001535
19,17,51.68430614346808
20,12,53.83210631692081
21,4,55.97990649037353
22,13,58.12770666382626
23,6,60.27550683727899
0,12,10.876102847866257
1,9,13.023903021318985
2,7,15.171703194771712
3,4,17.31950336822444
4,0,19.46730354167717
5,1,21.615103715129894
6,0,23.76290388858262
7,3,25.91070406203535
8,14,28.058504235488076
9,18,30.206304408940802
10,62,32.35410458239353
11,102,34.501904755846255
12,142,36.649704929298984
13,128,38.797505102751714
14,191,40.94530527620444
15,165,43.093105449657166
16,137,45.240905623109896
17,92,47.388705796562625
18,53,49.53650597001535
19,32,51.68430614346808
20,31,53.83210631692081
21,19,55.97990649037353
22,30,58.12770666382626
23,23,60.27550683727899
0,12,10.876102847866257
1,13,13.023903021318985
2,9,15.171703194771712
3,8,17.31950336822444
4,1,19.46730354167717
5,2,21.615103715129894
6,5,23.76290388858262
7,13,25.91070406203535
8,24,28.058504235488076
9,38,30.206304408940802
10,63,32.35410458239353
11,108,34.501904755846255
12,112,36.649704929298984
13,105,38.797505102751714
14,108,40.94530527620444
15,89,43.093105449657166
16,93,45.240905623109896
17,44,47.388705796562625
18,35,49.53650597001535
19,36,51.68430614346808
20,24,53.83210631692081
21,19,55.97990649037353
22,25,58.12770666382626
23,18,60.27550683727899
0,8,10.876102847866257
1,5,13.023903021318985
2,7,15.171703194771712
3,4,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,10,23.76290388858262
7,11,25.91070406203535
8,27,28.058504235488076
9,29,30.206304408940802
10,26,32.35410458239353
11,22,34.501904755846255
12,36,36.649704929298984
13,50,38.797505102751714
14,47,40.94530527620444
15,53,43.093105449657166
16,51,45.240905623109896
17,55,47.388705796562625
18,29,49.53650597001535
19,28,51.68430614346808
20,30,53.83210631692081
21,37,55.97990649037353
22,17,58.12770666382626
23,13,60.27550683727899
0,7,10.876102847866257
1,5,13.023903021318985
2,7,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,2,21.615103715129894
6,4,23.76290388858262
7,21,25.91070406203535
8,27,28.058504235488076
9,26,30.206304408940802
10,23,32.35410458239353
11,18,34.501904755846255
12,28,36.649704929298984
13,21,38.797505102751714
14,27,40.94530527620444
15,36,43.093105449657166
16,31,45.240905623109896
17,29,47.388705796562625
18,27,49.53650597001535
19,27,51.68430614346808
20,26,53.83210631692081
21,23,55.97990649037353
22,19,58.12770666382626
23,14,60.27550683727899
0,5,10.876102847866257
1,0,13.023903021318985
2,4,15.171703194771712
3,2,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,4,23.76290388858262
7,7,25.91070406203535
8,9,28.058504235488076
9,5,30.206304408940802
10,4,32.35410458239353
11,7,34.501904755846255
12,5,36.649704929298984
13,6,38.797505102751714
14,12,40.94530527620444
15,16,43.093105449657166
16,13,45.240905623109896
17,17,47.388705796562625
18,13,49.53650597001535
19,3,51.68430614346808
20,5,53.83210631692081
21,3,55.97990649037353
22,1,58.12770666382626
23,3,60.27550683727899
0,2,10.876102847866257
1,0,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,3,23.76290388858262
7,4,25.91070406203535
8,12,28.058504235488076
9,14,30.206304408940802
10,7,32.35410458239353
11,4,34.501904755846255
12,6,36.649704929298984
13,15,38.797505102751714
14,5,40.94530527620444
15,10,43.093105449657166
16,8,45.240905623109896
17,20,47.388705796562625
18,9,49.53650597001535
19,7,51.68430614346808
20,7,53.83210631692081
21,3,55.97990649037353
22,1,58.12770666382626
23,0,60.27550683727899
0,2,10.876102847866257
1,0,13.023903021318985
2,2,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,1,23.76290388858262
7,5,25.91070406203535
8,6,28.058504235488076
9,6,30.206304408940802
10,10,32.35410458239353
11,18,34.501904755846255
12,22,36.649704929298984
13,31,38.797505102751714
14,31,40.94530527620444
15,27,43.093105449657166
16,19,45.240905623109896
17,17,47.388705796562625
18,16,49.53650597001535
19,7,51.68430614346808
20,8,53.83210631692081
21,3,55.97990649037353
22,9,58.12770666382626
23,5,60.27550683727899
0,4,10.876102847866257
1,1,13.023903021318985
2,12,15.171703194771712
3,4,17.31950336822444
4,4,19.46730354167717
5,0,21.615103715129894
6,2,23.76290388858262
7,3,25.91070406203535
8,12,28.058504235488076
9,12,30.206304408940802
10,35,32.35410458239353
11,50,34.501904755846255
12,93,36.649704929298984
13,118,38.797505102751714
14,121,40.94530527620444
15,120,43.093105449657166
16,99,45.240905623109896
17,61,47.388705796562625
18,36,49.53650597001535
19,33,51.68430614346808
20,48,53.83210631692081
21,29,55.97990649037353
22,26,58.12770666382626
23,20,60.27550683727899
0,14,10.876102847866257
1,11,13.023903021318985
2,12,15.171703194771712
3,6,17.31950336822444
4,2,19.46730354167717
5,0,21.615103715129894
6,3,23.76290388858262
7,4,25.91070406203535
8,13,28.058504235488076
9,29,30.206304408940802
10,46,32.35410458239353
11,74,34.501904755846255
12,70,36.649704929298984
13,84,38.797505102751714
14,113,40.94530527620444
15,109,43.093105449657166
16,81,45.240905623109896
17,35,47.388705796562625
18,22,49.53650597001535
19,17,51.68430614346808
20,23,53.83210631692081
21,11,55.97990649037353
22,5,58.12770666382626
23,3,60.27550683727899
0,4,10.876102847866257
1,4,13.023903021318985
2,1,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,17,25.91070406203535
8,13,28.058504235488076
9,15,30.206304408940802
10,25,32.35410458239353
11,16,34.501904755846255
12,24,36.649704929298984
13,13,38.797505102751714
14,14,40.94530527620444
15,15,43.093105449657166
16,13,45.240905623109896
17,10,47.388705796562625
18,8,49.53650597001535
19,2,51.68430614346808
20,5,53.83210631692081
21,11,55.97990649037353
22,6,58.12770666382626
23,4,60.27550683727899
0,0,10.876102847866257
1,1,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,0,19.46730354167717
5,1,21.615103715129894
6,1,23.76290388858262
7,2,25.91070406203535
8,5,28.058504235488076
9,2,30.206304408940802
10,6,32.35410458239353
11,4,34.501904755846255
12,3,36.649704929298984
13,4,38.797505102751714
14,4,40.94530527620444
15,2,43.093105449657166
16,3,45.240905623109896
17,4,47.388705796562625
18,0,49.53650597001535
19,5,51.68430614346808
20,6,53.83210631692081
21,4,55.97990649037353
22,6,58.12770666382626
23,3,60.27550683727899
0,2,10.876102847866257
1,0,13.023903021318985
2,1,15.171703194771712
3,1,17.31950336822444
4,0,19.46730354167717
5,1,21.615103715129894
6,1,23.76290388858262
7,2,25.91070406203535
8,7,28.058504235488076
9,3,30.206304408940802
10,6,32.35410458239353
11,9,34.501904755846255
12,9,36.649704929298984
13,12,38.797505102751714
14,13,40.94530527620444
15,13,43.093105449657166
16,4,45.240905623109896
17,7,47.388705796562625
18,7,49.53650597001535
19,6,51.68430614346808
20,1,53.83210631692081
21,0,55.97990649037353
22,3,58.12770666382626
23,4,60.27550683727899
0,1,10.876102847866257
1,1,13.023903021318985
2,3,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,1,23.76290388858262
7,9,25.91070406203535
8,4,28.058504235488076
9,13,30.206304408940802
10,34,32.35410458239353
11,52,34.501904755846255
12,62,36.649704929298984
13,84,38.797505102751714
14,74,40.94530527620444
15,78,43.093105449657166
16,48,45.240905623109896
17,34,47.388705796562625
18,13,49.53650597001535
19,15,51.68430614346808
20,14,53.83210631692081
21,7,55.97990649037353
22,8,58.12770666382626
23,2,60.27550683727899
0,7,10.876102847866257
1,2,13.023903021318985
2,4,15.171703194771712
3,0,17.31950336822444
4,4,19.46730354167717
5,2,21.615103715129894
6,4,23.76290388858262
7,4,25.91070406203535
8,6,28.058504235488076
9,25,30.206304408940802
10,60,32.35410458239353
11,99,34.501904755846255
12,126,36.649704929298984
13,143,38.797505102751714
14,122,40.94530527620444
15,165,43.093105449657166
16,122,45.240905623109896
17,57,47.388705796562625
18,45,49.53650597001535
19,38,51.68430614346808
20,19,53.83210631692081
21,24,55.97990649037353
22,12,58.12770666382626
23,5,60.27550683727899
0,9,10.876102847866257
1,5,13.023903021318985
2,3,15.171703194771712
3,8,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,2,23.76290388858262
7,4,25.91070406203535
8,10,28.058504235488076
9,16,30.206304408940802
10,57,32.35410458239353
11,107,34.501904755846255
12,137,36.649704929298984
13,177,38.797505102751714
14,141,40.94530527620444
15,154,43.093105449657166
16,137,45.240905623109896
17,62,47.388705796562625
18,67,49.53650597001535
19,46,51.68430614346808
20,55,53.83210631692081
21,20,55.97990649037353
22,14,58.12770666382626
23,18,60.27550683727899
0,7,10.876102847866257
1,9,13.023903021318985
2,9,15.171703194771712
3,9,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,12,25.91070406203535
8,6,28.058504235488076
9,21,30.206304408940802
10,58,32.35410458239353
11,83,34.501904755846255
12,63,36.649704929298984
13,97,38.797505102751714
14,113,40.94530527620444
15,96,43.093105449657166
16,94,45.240905623109896
17,37,47.388705796562625
18,25,49.53650597001535
19,30,51.68430614346808
20,10,53.83210631692081
21,13,55.97990649037353
22,13,58.12770666382626
23,5,60.27550683727899
0,6,10.876102847866257
1,1,13.023903021318985
3,1,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,6,23.76290388858262
7,7,25.91070406203535
8,13,28.058504235488076
9,17,30.206304408940802
10,21,32.35410458239353
11,11,34.501904755846255
12,13,36.649704929298984
13,25,38.797505102751714
14,14,40.94530527620444
15,18,43.093105449657166
16,24,45.240905623109896
17,24,47.388705796562625
18,20,49.53650597001535
19,4,51.68430614346808
20,12,53.83210631692081
21,4,55.97990649037353
22,7,58.12770666382626
23,5,60.27550683727899
0,4,10.876102847866257
1,1,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,1,19.46730354167717
5,1,21.615103715129894
6,1,23.76290388858262
7,12,25.91070406203535
8,9,28.058504235488076
9,5,30.206304408940802
10,2,32.35410458239353
11,1,34.501904755846255
12,1,36.649704929298984
13,0,38.797505102751714
14,1,40.94530527620444
15,5,43.093105449657166
16,5,45.240905623109896
17,8,47.388705796562625
18,11,49.53650597001535
19,6,51.68430614346808
20,8,53.83210631692081
21,9,55.97990649037353
22,5,58.12770666382626
23,0,60.27550683727899
0,1,10.876102847866257
1,0,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,1,21.615103715129894
6,3,23.76290388858262
7,9,25.91070406203535
8,13,28.058504235488076
9,7,30.206304408940802
10,15,32.35410458239353
11,10,34.501904755846255
12,12,36.649704929298984
13,16,38.797505102751714
14,13,40.94530527620444
15,11,43.093105449657166
16,27,45.240905623109896
17,15,47.388705796562625
18,7,49.53650597001535
19,6,51.68430614346808
20,6,53.83210631692081
21,7,55.97990649037353
22,5,58.12770666382626
23,4,60.27550683727899
0,1,10.876102847866257
1,1,13.023903021318985
2,1,15.171703194771712
3,1,17.31950336822444
4,0,19.46730354167717
5,1,21.615103715129894
6,5,23.76290388858262
7,11,25.91070406203535
8,15,28.058504235488076
9,9,30.206304408940802
10,7,32.35410458239353
11,7,34.501904755846255
12,9,36.649704929298984
13,17,38.797505102751714
14,20,40.94530527620444
15,10,43.093105449657166
16,9,45.240905623109896
17,9,47.388705796562625
18,12,49.53650597001535
19,9,51.68430614346808
20,12,53.83210631692081
21,8,55.97990649037353
22,5,58.12770666382626
23,3,60.27550683727899
0,6,10.876102847866257
1,1,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,3,23.76290388858262
7,6,25.91070406203535
8,13,28.058504235488076
9,12,30.206304408940802
10,16,32.35410458239353
11,18,34.501904755846255
12,18,36.649704929298984
13,19,38.797505102751714
14,25,40.94530527620444
15,24,43.093105449657166
16,22,45.240905623109896
17,20,47.388705796562625
18,10,49.53650597001535
19,13,51.68430614346808
20,12,53.83210631692081
21,9,55.97990649037353
22,7,58.12770666382626
23,14,60.27550683727899
0,10,10.876102847866257
1,9,13.023903021318985
2,9,15.171703194771712
3,4,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,1,23.76290388858262
7,2,25.91070406203535
8,1,28.058504235488076
9,25,30.206304408940802
10,22,32.35410458239353
11,48,34.501904755846255
12,78,36.649704929298984
13,70,38.797505102751714
14,92,40.94530527620444
15,100,43.093105449657166
16,75,45.240905623109896
17,46,47.388705796562625
18,31,49.53650597001535
19,31,51.68430614346808
20,17,53.83210631692081
21,5,55.97990649037353
22,17,58.12770666382626
23,12,60.27550683727899
0,19,10.876102847866257
1,20,13.023903021318985
2,11,15.171703194771712
3,7,17.31950336822444
4,2,19.46730354167717
5,2,21.615103715129894
6,1,23.76290388858262
7,3,25.91070406203535
8,7,28.058504235488076
9,12,30.206304408940802
10,36,32.35410458239353
11,48,34.501904755846255
12,82,36.649704929298984
13,88,38.797505102751714
14,77,40.94530527620444
15,69,43.093105449657166
16,64,45.240905623109896
17,38,47.388705796562625
18,10,49.53650597001535
19,15,51.68430614346808
20,8,53.83210631692081
21,7,55.97990649037353
22,5,58.12770666382626
23,3,60.27550683727899
0,3,10.876102847866257
1,2,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,1,21.615103715129894
6,1,23.76290388858262
7,9,25.91070406203535
8,12,28.058504235488076
9,12,30.206304408940802
10,9,32.35410458239353
11,17,34.501904755846255
12,29,36.649704929298984
13,18,38.797505102751714
14,7,40.94530527620444
15,16,43.093105449657166
16,10,45.240905623109896
17,16,47.388705796562625
18,13,49.53650597001535
19,13,51.68430614346808
20,15,53.83210631692081
21,10,55.97990649037353
22,12,58.12770666382626
23,8,60.27550683727899
0,3,10.876102847866257
1,2,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,5,23.76290388858262
7,7,25.91070406203535
8,13,28.058504235488076
9,4,30.206304408940802
10,6,32.35410458239353
11,4,34.501904755846255
12,5,36.649704929298984
13,6,38.797505102751714
14,6,40.94530527620444
15,2,43.093105449657166
16,4,45.240905623109896
17,13,47.388705796562625
18,17,49.53650597001535
19,10,51.68430614346808
20,3,53.83210631692081
21,6,55.97990649037353
22,5,58.12770666382626
23,5,60.27550683727899
0,3,10.876102847866257
1,4,13.023903021318985
2,2,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,3,25.91070406203535
8,6,28.058504235488076
9,0,30.206304408940802
10,1,32.35410458239353
11,3,34.501904755846255
12,4,36.649704929298984
13,5,38.797505102751714
14,1,40.94530527620444
15,5,43.093105449657166
16,3,45.240905623109896
17,4,47.388705796562625
18,3,49.53650597001535
19,2,51.68430614346808
20,1,53.83210631692081
21,0,55.97990649037353
22,0,58.12770666382626
23,0,60.27550683727899
0,0,10.876102847866257
1,1,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,11,25.91070406203535
8,11,28.058504235488076
9,7,30.206304408940802
10,1,32.35410458239353
11,6,34.501904755846255
12,8,36.649704929298984
13,9,38.797505102751714
14,16,40.94530527620444
15,19,43.093105449657166
16,7,45.240905623109896
17,10,47.388705796562625
18,12,49.53650597001535
19,12,51.68430614346808
20,5,53.83210631692081
21,4,55.97990649037353
22,8,58.12770666382626
23,3,60.27550683727899
0,8,10.876102847866257
1,2,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,1,19.46730354167717
5,0,21.615103715129894
6,1,23.76290388858262
7,4,25.91070406203535
8,7,28.058504235488076
9,8,30.206304408940802
10,11,32.35410458239353
11,15,34.501904755846255
12,27,36.649704929298984
13,27,38.797505102751714
14,24,40.94530527620444
15,29,43.093105449657166
16,24,45.240905623109896
17,10,47.388705796562625
18,10,49.53650597001535
19,10,51.68430614346808
20,10,53.83210631692081
21,9,55.97990649037353
22,15,58.12770666382626
23,6,60.27550683727899
0,11,10.876102847866257
1,11,13.023903021318985
2,12,15.171703194771712
3,5,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,1,23.76290388858262
7,0,25.91070406203535
8,5,28.058504235488076
9,15,30.206304408940802
10,31,32.35410458239353
11,44,34.501904755846255
12,48,36.649704929298984
13,47,38.797505102751714
14,51,40.94530527620444
15,60,43.093105449657166
16,58,45.240905623109896
17,34,47.388705796562625
18,28,49.53650597001535
19,15,51.68430614346808
20,10,53.83210631692081
21,4,55.97990649037353
22,7,58.12770666382626
23,5,60.27550683727899
0,5,10.876102847866257
1,8,13.023903021318985
2,5,15.171703194771712
3,2,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,1,25.91070406203535
8,4,28.058504235488076
9,19,30.206304408940802
10,30,32.35410458239353
11,31,34.501904755846255
12,42,36.649704929298984
13,44,38.797505102751714
14,44,40.94530527620444
15,47,43.093105449657166
16,32,45.240905623109896
17,13,47.388705796562625
18,12,49.53650597001535
19,7,51.68430614346808
20,10,53.83210631692081
21,10,55.97990649037353
22,7,58.12770666382626
23,4,60.27550683727899
0,4,10.876102847866257
1,0,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,1,23.76290388858262
7,4,25.91070406203535
8,7,28.058504235488076
9,12,30.206304408940802
10,14,32.35410458239353
11,15,34.501904755846255
12,7,36.649704929298984
13,13,38.797505102751714
14,16,40.94530527620444
15,8,43.093105449657166
16,5,45.240905623109896
17,7,47.388705796562625
18,8,49.53650597001535
19,9,51.68430614346808
20,8,53.83210631692081
21,2,55.97990649037353
22,0,58.12770666382626
23,3,60.27550683727899
0,1,10.876102847866257
1,0,13.023903021318985
2,1,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,2,25.91070406203535
8,9,28.058504235488076
9,10,30.206304408940802
10,3,32.35410458239353
11,9,34.501904755846255
12,20,36.649704929298984
13,7,38.797505102751714
14,18,40.94530527620444
15,7,43.093105449657166
16,13,45.240905623109896
17,17,47.388705796562625
18,12,49.53650597001535
19,5,51.68430614346808
20,7,53.83210631692081
21,5,55.97990649037353
22,5,58.12770666382626
23,4,60.27550683727899
0,0,10.876102847866257
1,0,13.023903021318985
2,0,15.171703194771712
3,0,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,0,23.76290388858262
7,4,25.91070406203535
8,9,28.058504235488076
9,9,30.206304408940802
10,9,32.35410458239353
11,12,34.501904755846255
12,6,36.649704929298984
13,14,38.797505102751714
14,17,40.94530527620444
15,24,43.093105449657166
16,12,45.240905623109896
17,19,47.388705796562625
18,11,49.53650597001535
19,9,51.68430614346808
20,6,53.83210631692081
21,9,55.97990649037353
22,5,58.12770666382626
23,3,60.27550683727899
0,5,10.876102847866257
1,5,13.023903021318985
2,2,15.171703194771712
3,1,17.31950336822444
4,0,19.46730354167717
5,0,21.615103715129894
6,2,23.76290388858262
7,6,25.91070406203535
8,8,28.058504235488076
9,6,30.206304408940802
10,4,32.35410458239353
11,9,34.501904755846255
12,17,36.649704929298984
13,14,38.797505102751714
14,8,40.94530527620444
15,6,43.093105449657166
16,7,45.240905623109896
17,14,47.388705796562625
18,14,49.53650597001535
19,13,51.68430614346808
20,12,53.83210631692081
21,10,55.97990649037353
22,8,58.12770666382626
23,10,60.27550683727899
