hr,registered,Predicted Y
23,60,247.588880080904
0,42,59.2190641624796
1,44,67.40905615893283
2,32,75.59904815538607
3,14,83.7890401518393
4,3,91.97903214829253
5,4,100.16902414474578
6,5,108.359016141199
7,24,116.54900813765224
8,89,124.73900013410548
9,78,132.9289921305587
10,135,141.11898412701197
11,150,149.3089761234652
12,189,157.4989681199184
13,182,165.68896011637167
14,179,173.8789521128249
15,177,182.06894410927814
16,178,190.25893610573138
17,129,198.4489281021846
18,122,206.6389200986378
19,90,214.82891209509108
20,95,223.0189040915443
21,66,231.20889608799752
22,62,239.3988880844508
23,71,247.588880080904
0,50,59.2190641624796
1,40,67.40905615893283
2,38,75.59904815538607
3,24,83.7890401518393
4,5,91.97903214829253
5,5,100.16902414474578
6,7,108.359016141199
7,14,116.54900813765224
8,34,124.73900013410548
9,80,132.9289921305587
10,115,141.11898412701197
11,144,149.3089761234652
12,192,157.4989681199184
13,184,165.68896011637167
14,163,173.8789521128249
15,173,182.06894410927814
16,174,190.25893610573138
17,131,198.4489281021846
18,113,206.6389200986378
19,101,214.82891209509108
20,85,223.0189040915443
21,71,231.20889608799752
22,58,239.3988880844508
23,26,247.588880080904
0,23,59.2190641624796
1,18,67.40905615893283
2,14,75.59904815538607
3,3,83.7890401518393
4,6,91.97903214829253
5,5,100.16902414474578
6,13,108.359016141199
7,28,116.54900813765224
8,75,124.73900013410548
9,89,132.9289921305587
10,107,141.11898412701197
11,158,149.3089761234652
12,165,157.4989681199184
13,202,165.68896011637167
14,158,173.8789521128249
15,175,182.06894410927814
16,158,190.25893610573138
17,174,198.4489281021846
18,175,206.6389200986378
19,134,214.82891209509108
20,88,223.0189040915443
21,46,231.20889608799752
22,39,239.3988880844508
23,28,247.588880080904
0,12,59.2190641624796
1,2,67.40905615893283
2,12,75.59904815538607
4,2,91.97903214829253
5,13,100.16902414474578
6,57,108.359016141199
7,121,116.54900813765224
8,90,124.73900013410548
9,61,132.9289921305587
10,61,141.11898412701197
11,73,149.3089761234652
12,83,157.4989681199184
13,95,165.68896011637167
14,120,173.8789521128249
15,123,182.06894410927814
16,205,190.25893610573138
17,442,198.4489281021846
18,451,206.6389200986378
19,297,214.82891209509108
20,169,223.0189040915443
21,174,231.20889608799752
22,85,239.3988880844508
23,60,247.588880080904
0,14,59.2190641624796
1,10,67.40905615893283
2,1,75.59904815538607
3,3,83.7890401518393
4,1,91.97903214829253
5,29,100.16902414474578
6,88,108.359016141199
7,262,116.54900813765224
8,474,124.73900013410548
9,196,132.9289921305587
10,88,141.11898412701197
11,110,149.3089761234652
12,155,157.4989681199184
13,124,165.68896011637167
14,98,173.8789521128249
15,122,182.06894410927814
16,163,190.25893610573138
17,338,198.4489281021846
18,347,206.6389200986378
19,251,214.82891209509108
20,164,223.0189040915443
21,119,231.20889608799752
22,74,239.3988880844508
23,36,247.588880080904
0,16,59.2190641624796
1,5,67.40905615893283
2,3,75.59904815538607
3,4,83.7890401518393
4,1,91.97903214829253
5,19,100.16902414474578
6,86,108.359016141199
7,204,116.54900813765224
8,414,124.73900013410548
9,204,132.9289921305587
10,98,141.11898412701197
11,93,149.3089761234652
12,106,157.4989681199184
13,118,165.68896011637167
14,104,173.8789521128249
15,118,182.06894410927814
16,185,190.25893610573138
17,364,198.4489281021846
18,345,206.6389200986378
19,229,214.82891209509108
20,184,223.0189040915443
21,117,231.20889608799752
22,90,239.3988880844508
23,55,247.588880080904
0,24,59.2190641624796
1,15,67.40905615893283
2,11,75.59904815538607
3,4,83.7890401518393
4,3,91.97903214829253
5,19,100.16902414474578
6,68,108.359016141199
7,183,116.54900813765224
8,421,124.73900013410548
9,242,132.9289921305587
10,96,141.11898412701197
11,117,149.3089761234652
12,119,157.4989681199184
13,144,165.68896011637167
14,107,173.8789521128249
15,144,182.06894410927814
16,163,190.25893610573138
17,340,198.4489281021846
18,296,206.6389200986378
19,186,214.82891209509108
20,141,223.0189040915443
21,99,231.20889608799752
22,71,239.3988880844508
23,35,247.588880080904
0,24,59.2190641624796
1,22,67.40905615893283
2,25,75.59904815538607
3,13,83.7890401518393
4,1,91.97903214829253
5,2,100.16902414474578
6,1,108.359016141199
7,10,116.54900813765224
8,22,124.73900013410548
9,40,132.9289921305587
10,45,141.11898412701197
11,62,149.3089761234652
12,62,157.4989681199184
13,66,165.68896011637167
14,89,173.8789521128249
15,113,182.06894410927814
16,113,190.25893610573138
17,99,198.4489281021846
18,107,206.6389200986378
19,85,214.82891209509108
20,62,223.0189040915443
21,64,231.20889608799752
22,56,239.3988880844508
23,51,247.588880080904
0,51,59.2190641624796
1,49,67.40905615893283
2,46,75.59904815538607
3,20,83.7890401518393
4,1,91.97903214829253
5,2,100.16902414474578
6,4,108.359016141199
7,11,116.54900813765224
8,29,124.73900013410548
9,54,132.9289921305587
10,120,141.11898412701197
11,115,149.3089761234652
12,161,157.4989681199184
13,175,165.68896011637167
14,163,173.8789521128249
15,149,182.06894410927814
16,143,190.25893610573138
17,100,198.4489281021846
18,110,206.6389200986378
19,80,214.82891209509108
20,69,223.0189040915443
21,36,231.20889608799752
22,58,239.3988880844508
23,35,247.588880080904
0,17,59.2190641624796
1,4,67.40905615893283
2,2,75.59904815538607
3,1,83.7890401518393
4,1,91.97903214829253
5,19,100.16902414474578
6,36,108.359016141199
7,114,116.54900813765224
8,267,124.73900013410548
9,198,132.9289921305587
10,139,141.11898412701197
11,57,149.3089761234652
12,52,157.4989681199184
13,32,165.68896011637167
14,48,173.8789521128249
15,64,182.06894410927814
16,108,190.25893610573138
17,270,198.4489281021846
18,275,206.6389200986378
19,211,214.82891209509108
20,161,223.0189040915443
21,112,231.20889608799752
22,64,239.3988880844508
23,35,247.588880080904
0,19,59.2190641624796
1,7,67.40905615893283
2,6,75.59904815538607
3,3,83.7890401518393
4,2,91.97903214829253
5,26,100.16902414474578
6,88,108.359016141199
7,221,116.54900813765224
8,479,124.73900013410548
9,244,132.9289921305587
10,93,141.11898412701197
11,123,149.3089761234652
12,150,157.4989681199184
13,170,165.68896011637167
14,138,173.8789521128249
15,156,182.06894410927814
16,243,190.25893610573138
17,474,198.4489281021846
18,391,206.6389200986378
19,311,214.82891209509108
20,211,223.0189040915443
21,154,231.20889608799752
22,111,239.3988880844508
23,80,247.588880080904
0,25,59.2190641624796
1,9,67.40905615893283
2,3,75.59904815538607
3,1,83.7890401518393
4,4,91.97903214829253
5,33,100.16902414474578
6,87,108.359016141199
7,243,116.54900813765224
8,495,124.73900013410548
9,218,132.9289921305587
10,111,141.11898412701197
11,105,149.3089761234652
12,147,157.4989681199184
13,149,165.68896011637167
14,107,173.8789521128249
15,125,182.06894410927814
16,217,190.25893610573138
17,443,198.4489281021846
18,415,206.6389200986378
19,311,214.82891209509108
20,225,223.0189040915443
21,166,231.20889608799752
22,101,239.3988880844508
23,63,247.588880080904
0,22,59.2190641624796
1,16,67.40905615893283
2,6,75.59904815538607
3,5,83.7890401518393
4,3,91.97903214829253
5,28,100.16902414474578
6,88,108.359016141199
7,228,116.54900813765224
8,514,124.73900013410548
9,256,132.9289921305587
10,92,141.11898412701197
11,100,149.3089761234652
12,136,157.4989681199184
13,156,165.68896011637167
14,112,173.8789521128249
15,142,182.06894410927814
16,209,190.25893610573138
17,397,198.4489281021846
18,394,206.6389200986378
19,302,214.82891209509108
20,216,223.0189040915443
21,184,231.20889608799752
22,139,239.3988880844508
23,86,247.588880080904
0,32,59.2190641624796
1,23,67.40905615893283
2,11,75.59904815538607
3,5,83.7890401518393
4,3,91.97903214829253
5,24,100.16902414474578
6,72,108.359016141199
7,128,116.54900813765224
8,206,124.73900013410548
9,101,132.9289921305587
10,117,141.11898412701197
11,95,149.3089761234652
12,155,157.4989681199184
13,175,165.68896011637167
14,153,173.8789521128249
15,170,182.06894410927814
16,241,190.25893610573138
17,406,198.4489281021846
18,363,206.6389200986378
19,241,214.82891209509108
20,153,223.0189040915443
21,127,231.20889608799752
22,108,239.3988880844508
23,78,247.588880080904
0,68,59.2190641624796
1,57,67.40905615893283
2,38,75.59904815538607
3,16,83.7890401518393
4,8,91.97903214829253
5,10,100.16902414474578
6,12,108.359016141199
7,28,116.54900813765224
8,82,124.73900013410548
9,145,132.9289921305587
10,164,141.11898412701197
11,241,149.3089761234652
12,244,157.4989681199184
13,293,165.68896011637167
14,239,173.8789521128249
15,320,182.06894410927814
16,276,190.25893610573138
17,233,198.4489281021846
18,201,206.6389200986378
19,173,214.82891209509108
20,115,223.0189040915443
21,109,231.20889608799752
22,97,239.3988880844508
23,79,247.588880080904
0,81,59.2190641624796
1,68,67.40905615893283
2,48,75.59904815538607
3,17,83.7890401518393
4,5,91.97903214829253
5,6,100.16902414474578
6,4,108.359016141199
7,12,116.54900813765224
8,61,124.73900013410548
9,98,132.9289921305587
10,153,141.11898412701197
11,198,149.3089761234652
12,215,157.4989681199184
13,238,165.68896011637167
14,229,173.8789521128249
15,242,182.06894410927814
16,268,190.25893610573138
17,201,198.4489281021846
18,151,206.6389200986378
19,145,214.82891209509108
20,98,223.0189040915443
21,69,231.20889608799752
22,57,239.3988880844508
23,21,247.588880080904
0,10,59.2190641624796
1,9,67.40905615893283
2,6,75.59904815538607
3,4,83.7890401518393
4,5,91.97903214829253
5,26,100.16902414474578
6,80,108.359016141199
7,221,116.54900813765224
8,481,124.73900013410548
9,193,132.9289921305587
10,82,141.11898412701197
11,93,149.3089761234652
12,129,157.4989681199184
13,117,165.68896011637167
14,100,173.8789521128249
15,131,182.06894410927814
16,210,190.25893610573138
17,422,198.4489281021846
18,399,206.6389200986378
19,298,214.82891209509108
20,179,223.0189040915443
21,159,231.20889608799752
22,92,239.3988880844508
23,52,247.588880080904
0,15,59.2190641624796
1,7,67.40905615893283
2,2,75.59904815538607
3,2,83.7890401518393
4,1,91.97903214829253
5,22,100.16902414474578
6,104,108.359016141199
7,273,116.54900813765224
8,498,124.73900013410548
9,231,132.9289921305587
10,110,141.11898412701197
11,125,149.3089761234652
12,181,157.4989681199184
13,171,165.68896011637167
14,142,173.8789521128249
15,150,182.06894410927814
16,277,190.25893610573138
17,518,198.4489281021846
18,486,206.6389200986378
19,306,214.82891209509108
20,223,223.0189040915443
21,162,231.20889608799752
22,118,239.3988880844508
23,61,247.588880080904
0,31,59.2190641624796
1,4,67.40905615893283
2,6,75.59904815538607
3,3,83.7890401518393
4,1,91.97903214829253
5,18,100.16902414474578
6,67,108.359016141199
7,201,116.54900813765224
8,505,124.73900013410548
9,267,132.9289921305587
10,124,141.11898412701197
11,116,149.3089761234652
12,153,157.4989681199184
13,174,165.68896011637167
14,159,173.8789521128249
15,169,182.06894410927814
16,261,190.25893610573138
17,508,198.4489281021846
18,514,206.6389200986378
19,315,214.82891209509108
20,254,223.0189040915443
21,217,231.20889608799752
22,133,239.3988880844508
23,75,247.588880080904
0,24,59.2190641624796
1,14,67.40905615893283
2,7,75.59904815538607
3,2,83.7890401518393
4,1,91.97903214829253
5,19,100.16902414474578
6,73,108.359016141199
7,201,116.54900813765224
8,436,124.73900013410548
9,213,132.9289921305587
10,72,141.11898412701197
11,99,149.3089761234652
12,140,157.4989681199184
13,124,165.68896011637167
14,129,173.8789521128249
15,150,182.06894410927814
16,211,190.25893610573138
17,437,198.4489281021846
18,393,206.6389200986378
19,311,214.82891209509108
20,204,223.0189040915443
21,144,231.20889608799752
22,106,239.3988880844508
23,61,247.588880080904
0,37,59.2190641624796
1,19,67.40905615893283
2,6,75.59904815538607
3,4,83.7890401518393
4,2,91.97903214829253
5,17,100.16902414474578
6,88,108.359016141199
7,216,116.54900813765224
8,429,124.73900013410548
9,252,132.9289921305587
10,114,141.11898412701197
11,149,149.3089761234652
12,191,157.4989681199184
13,173,165.68896011637167
14,148,173.8789521128249
15,168,182.06894410927814
16,275,190.25893610573138
17,458,198.4489281021846
18,368,206.6389200986378
19,256,214.82891209509108
20,155,223.0189040915443
21,126,231.20889608799752
22,116,239.3988880844508
23,74,247.588880080904
0,76,59.2190641624796
1,43,67.40905615893283
2,38,75.59904815538607
3,17,83.7890401518393
4,5,91.97903214829253
5,3,100.16902414474578
6,4,108.359016141199
7,27,116.54900813765224
8,86,124.73900013410548
9,141,132.9289921305587
10,193,141.11898412701197
11,224,149.3089761234652
12,260,157.4989681199184
13,244,165.68896011637167
14,229,173.8789521128249
15,244,182.06894410927814
16,123,190.25893610573138
17,54,198.4489281021846
18,58,206.6389200986378
19,75,214.82891209509108
20,73,223.0189040915443
21,74,231.20889608799752
22,91,239.3988880844508
23,66,247.588880080904
0,58,59.2190641624796
1,46,67.40905615893283
2,59,75.59904815538607
3,13,83.7890401518393
4,9,91.97903214829253
5,4,100.16902414474578
6,4,108.359016141199
7,16,116.54900813765224
8,58,124.73900013410548
9,83,132.9289921305587
10,138,141.11898412701197
11,160,149.3089761234652
12,223,157.4989681199184
13,241,165.68896011637167
14,203,173.8789521128249
15,217,182.06894410927814
16,261,190.25893610573138
17,275,198.4489281021846
18,171,206.6389200986378
19,63,214.82891209509108
20,47,223.0189040915443
21,60,231.20889608799752
22,182,239.3988880844508
23,38,247.588880080904
0,14,59.2190641624796
1,6,67.40905615893283
2,3,75.59904815538607
4,2,91.97903214829253
5,17,100.16902414474578
6,72,108.359016141199
7,229,116.54900813765224
8,434,124.73900013410548
9,269,132.9289921305587
10,96,141.11898412701197
11,104,149.3089761234652
12,131,157.4989681199184
13,124,165.68896011637167
14,126,173.8789521128249
15,146,182.06894410927814
16,215,190.25893610573138
17,417,198.4489281021846
18,426,206.6389200986378
19,284,214.82891209509108
20,194,223.0189040915443
21,143,231.20889608799752
22,83,239.3988880844508
23,43,247.588880080904
0,22,59.2190641624796
1,6,67.40905615893283
2,4,75.59904815538607
3,1,83.7890401518393
4,3,91.97903214829253
5,15,100.16902414474578
6,98,108.359016141199
7,293,116.54900813765224
8,522,124.73900013410548
9,278,132.9289921305587
10,104,141.11898412701197
11,120,149.3089761234652
12,163,157.4989681199184
13,169,165.68896011637167
14,127,173.8789521128249
15,133,182.06894410927814
16,257,190.25893610573138
17,494,198.4489281021846
18,508,206.6389200986378
19,327,214.82891209509108
20,206,223.0189040915443
21,170,231.20889608799752
22,107,239.3988880844508
23,49,247.588880080904
0,21,59.2190641624796
1,9,67.40905615893283
2,1,75.59904815538607
3,1,83.7890401518393
4,1,91.97903214829253
5,20,100.16902414474578
6,95,108.359016141199
7,276,116.54900813765224
8,495,124.73900013410548
9,245,132.9289921305587
10,107,141.11898412701197
11,97,149.3089761234652
12,124,157.4989681199184
13,111,165.68896011637167
14,100,173.8789521128249
15,49,182.06894410927814
16,73,190.25893610573138
17,147,198.4489281021846
18,163,206.6389200986378
19,158,214.82891209509108
20,122,223.0189040915443
21,126,231.20889608799752
22,95,239.3988880844508
23,57,247.588880080904
0,23,59.2190641624796
1,10,67.40905615893283
2,2,75.59904815538607
3,4,83.7890401518393
4,1,91.97903214829253
5,18,100.16902414474578
6,75,108.359016141199
7,263,116.54900813765224
8,473,124.73900013410548
9,229,132.9289921305587
10,90,141.11898412701197
11,95,149.3089761234652
12,148,157.4989681199184
13,144,165.68896011637167
14,126,173.8789521128249
15,120,182.06894410927814
16,223,190.25893610573138
17,387,198.4489281021846
18,404,206.6389200986378
19,287,214.82891209509108
20,197,223.0189040915443
21,169,231.20889608799752
22,104,239.3988880844508
23,75,247.588880080904
0,39,59.2190641624796
1,11,67.40905615893283
2,9,75.59904815538607
3,5,83.7890401518393
4,2,91.97903214829253
5,17,100.16902414474578
6,61,108.359016141199
7,225,116.54900813765224
8,447,124.73900013410548
9,265,132.9289921305587
10,119,141.11898412701197
11,134,149.3089761234652
12,168,157.4989681199184
13,170,165.68896011637167
14,138,173.8789521128249
15,164,182.06894410927814
16,240,190.25893610573138
17,381,198.4489281021846
18,345,206.6389200986378
19,246,214.82891209509108
20,144,223.0189040915443
21,108,231.20889608799752
22,102,239.3988880844508
23,64,247.588880080904
0,50,59.2190641624796
1,43,67.40905615893283
2,24,75.59904815538607
3,9,83.7890401518393
4,4,91.97903214829253
5,2,100.16902414474578
6,8,108.359016141199
7,19,116.54900813765224
8,77,124.73900013410548
9,85,132.9289921305587
10,143,141.11898412701197
11,157,149.3089761234652
12,196,157.4989681199184
13,217,165.68896011637167
14,205,173.8789521128249
15,112,182.06894410927814
16,134,190.25893610573138
17,131,198.4489281021846
18,105,206.6389200986378
19,85,214.82891209509108
20,62,223.0189040915443
21,43,231.20889608799752
22,46,239.3988880844508
23,20,247.588880080904
0,21,59.2190641624796
1,24,67.40905615893283
2,26,75.59904815538607
3,14,83.7890401518393
4,1,91.97903214829253
5,3,100.16902414474578
6,2,108.359016141199
7,18,116.54900813765224
8,26,124.73900013410548
9,60,132.9289921305587
10,83,141.11898412701197
11,121,149.3089761234652
12,133,157.4989681199184
13,128,165.68896011637167
14,102,173.8789521128249
15,150,182.06894410927814
16,148,190.25893610573138
17,83,198.4489281021846
18,92,206.6389200986378
19,78,214.82891209509108
20,56,223.0189040915443
21,36,231.20889608799752
22,28,239.3988880844508
23,23,247.588880080904
0,9,59.2190641624796
1,6,67.40905615893283
2,4,75.59904815538607
3,1,83.7890401518393
4,2,91.97903214829253
5,17,100.16902414474578
6,71,108.359016141199
7,194,116.54900813765224
8,413,124.73900013410548
9,198,132.9289921305587
10,70,141.11898412701197
11,85,149.3089761234652
12,111,157.4989681199184
13,129,165.68896011637167
14,125,173.8789521128249
15,145,182.06894410927814
16,206,190.25893610573138
17,399,198.4489281021846
18,399,206.6389200986378
19,256,214.82891209509108
20,210,223.0189040915443
21,145,231.20889608799752
22,99,239.3988880844508
23,34,247.588880080904
0,14,59.2190641624796
1,6,67.40905615893283
2,3,75.59904815538607
3,3,83.7890401518393
4,2,91.97903214829253
5,20,100.16902414474578
6,89,108.359016141199
7,276,116.54900813765224
8,510,124.73900013410548
9,256,132.9289921305587
10,90,141.11898412701197
11,107,149.3089761234652
12,162,157.4989681199184
13,167,165.68896011637167
14,111,173.8789521128249
15,138,182.06894410927814
16,251,190.25893610573138
17,504,198.4489281021846
18,398,206.6389200986378
19,270,214.82891209509108
20,178,223.0189040915443
21,105,231.20889608799752
22,72,239.3988880844508
23,55,247.588880080904
0,22,59.2190641624796
1,5,67.40905615893283
2,4,75.59904815538607
3,3,83.7890401518393
4,1,91.97903214829253
5,25,100.16902414474578
6,92,108.359016141199
7,318,116.54900813765224
8,508,124.73900013410548
9,226,132.9289921305587
10,108,141.11898412701197
11,125,149.3089761234652
12,152,157.4989681199184
13,159,165.68896011637167
14,128,173.8789521128249
15,164,182.06894410927814
16,222,190.25893610573138
17,470,198.4489281021846
18,459,206.6389200986378
19,302,214.82891209509108
20,207,223.0189040915443
21,170,231.20889608799752
22,104,239.3988880844508
23,54,247.588880080904
0,22,59.2190641624796
1,5,67.40905615893283
2,6,75.59904815538607
3,1,83.7890401518393
4,3,91.97903214829253
5,20,100.16902414474578
6,83,108.359016141199
7,285,116.54900813765224
8,489,124.73900013410548
9,199,132.9289921305587
10,42,141.11898412701197
11,69,149.3089761234652
12,44,157.4989681199184
13,62,165.68896011637167
14,30,173.8789521128249
15,50,182.06894410927814
16,110,190.25893610573138
17,281,198.4489281021846
18,345,206.6389200986378
19,254,214.82891209509108
20,211,223.0189040915443
21,142,231.20889608799752
22,108,239.3988880844508
23,70,247.588880080904
0,32,59.2190641624796
1,16,67.40905615893283
2,11,75.59904815538607
3,1,83.7890401518393
4,1,91.97903214829253
5,16,100.16902414474578
6,70,108.359016141199
7,222,116.54900813765224
8,516,124.73900013410548
9,275,132.9289921305587
10,103,141.11898412701197
11,133,149.3089761234652
12,177,157.4989681199184
13,171,165.68896011637167
14,137,173.8789521128249
15,180,182.06894410927814
16,251,190.25893610573138
17,429,198.4489281021846
18,362,206.6389200986378
19,266,214.82891209509108
20,158,223.0189040915443
21,114,231.20889608799752
22,92,239.3988880844508
23,72,247.588880080904
0,81,59.2190641624796
1,38,67.40905615893283
2,39,75.59904815538607
3,15,83.7890401518393
4,4,91.97903214829253
5,1,100.16902414474578
6,8,108.359016141199
7,33,116.54900813765224
8,92,124.73900013410548
9,116,132.9289921305587
10,157,141.11898412701197
11,184,149.3089761234652
12,241,157.4989681199184
13,219,165.68896011637167
14,244,173.8789521128249
15,270,182.06894410927814
16,218,190.25893610573138
17,222,198.4489281021846
18,176,206.6389200986378
19,150,214.82891209509108
20,123,223.0189040915443
21,89,231.20889608799752
22,101,239.3988880844508
23,62,247.588880080904
0,65,59.2190641624796
1,62,67.40905615893283
2,45,75.59904815538607
3,12,83.7890401518393
4,3,91.97903214829253
5,1,100.16902414474578
6,5,108.359016141199
7,12,116.54900813765224
8,48,124.73900013410548
9,73,132.9289921305587
10,142,141.11898412701197
11,144,149.3089761234652
12,184,157.4989681199184
13,197,165.68896011637167
14,189,173.8789521128249
15,168,182.06894410927814
16,150,190.25893610573138
17,135,198.4489281021846
18,144,206.6389200986378
19,101,214.82891209509108
20,81,223.0189040915443
21,33,231.20889608799752
22,47,239.3988880844508
23,30,247.588880080904
0,36,59.2190641624796
1,12,67.40905615893283
2,19,75.59904815538607
3,8,83.7890401518393
5,6,100.16902414474578
6,9,108.359016141199
7,42,116.54900813765224
8,111,124.73900013410548
9,98,132.9289921305587
10,113,141.11898412701197
11,163,149.3089761234652
12,216,157.4989681199184
13,246,165.68896011637167
14,206,173.8789521128249
15,235,182.06894410927814
16,216,190.25893610573138
17,226,198.4489281021846
18,215,206.6389200986378
19,164,214.82891209509108
20,117,223.0189040915443
21,90,231.20889608799752
22,53,239.3988880844508
23,26,247.588880080904
0,11,59.2190641624796
1,7,67.40905615893283
2,3,75.59904815538607
4,2,91.97903214829253
5,15,100.16902414474578
6,83,108.359016141199
7,273,116.54900813765224
8,459,124.73900013410548
9,211,132.9289921305587
10,77,141.11898412701197
11,81,149.3089761234652
12,147,157.4989681199184
13,123,165.68896011637167
14,108,173.8789521128249
15,137,182.06894410927814
16,240,190.25893610573138
17,411,198.4489281021846
18,414,206.6389200986378
19,299,214.82891209509108
20,223,223.0189040915443
21,147,231.20889608799752
22,97,239.3988880844508
23,46,247.588880080904
0,19,59.2190641624796
1,4,67.40905615893283
2,5,75.59904815538607
3,3,83.7890401518393
4,2,91.97903214829253
5,29,100.16902414474578
6,85,108.359016141199
7,292,116.54900813765224
8,567,124.73900013410548
9,241,132.9289921305587
10,122,141.11898412701197
11,149,149.3089761234652
12,186,157.4989681199184
13,175,165.68896011637167
14,142,173.8789521128249
15,161,182.06894410927814
16,268,190.25893610573138
17,486,198.4489281021846
18,483,206.6389200986378
19,305,214.82891209509108
20,249,223.0189040915443
21,220,231.20889608799752
22,129,239.3988880844508
23,57,247.588880080904
0,30,59.2190641624796
1,12,67.40905615893283
2,4,75.59904815538607
3,4,83.7890401518393
4,1,91.97903214829253
5,30,100.16902414474578
6,88,108.359016141199
7,317,116.54900813765224
8,549,124.73900013410548
9,228,132.9289921305587
10,107,141.11898412701197
11,128,149.3089761234652
12,199,157.4989681199184
13,188,165.68896011637167
14,156,173.8789521128249
15,171,182.06894410927814
16,298,190.25893610573138
17,561,198.4489281021846
18,486,206.6389200986378
19,349,214.82891209509108
20,246,223.0189040915443
21,205,231.20889608799752
22,118,239.3988880844508
23,71,247.588880080904
0,34,59.2190641624796
1,15,67.40905615893283
2,4,75.59904815538607
3,5,83.7890401518393
4,2,91.97903214829253
5,25,100.16902414474578
6,80,108.359016141199
7,265,116.54900813765224
8,452,124.73900013410548
9,229,132.9289921305587
10,119,141.11898412701197
11,136,149.3089761234652
12,201,157.4989681199184
13,153,165.68896011637167
14,26,173.8789521128249
15,83,182.06894410927814
16,166,190.25893610573138
17,242,198.4489281021846
18,289,206.6389200986378
19,227,214.82891209509108
20,159,223.0189040915443
21,151,231.20889608799752
22,102,239.3988880844508
23,76,247.588880080904
0,56,59.2190641624796
1,42,67.40905615893283
2,37,75.59904815538607
3,7,83.7890401518393
4,2,91.97903214829253
5,3,100.16902414474578
6,12,108.359016141199
7,20,116.54900813765224
8,90,124.73900013410548
9,107,132.9289921305587
10,159,141.11898412701197
11,187,149.3089761234652
12,217,157.4989681199184
13,178,165.68896011637167
14,181,173.8789521128249
15,211,182.06894410927814
16,163,190.25893610573138
17,143,198.4489281021846
18,126,206.6389200986378
19,137,214.82891209509108
20,95,223.0189040915443
21,80,231.20889608799752
22,78,239.3988880844508
23,84,247.588880080904
0,63,59.2190641624796
1,50,67.40905615893283
2,37,75.59904815538607
3,21,83.7890401518393
4,5,91.97903214829253
5,5,100.16902414474578
6,2,108.359016141199
7,20,116.54900813765224
8,57,124.73900013410548
9,76,132.9289921305587
10,161,141.11898412701197
11,184,149.3089761234652
12,256,157.4989681199184
13,267,165.68896011637167
14,263,173.8789521128249
15,281,182.06894410927814
16,275,190.25893610573138
17,241,198.4489281021846
18,199,206.6389200986378
19,130,214.82891209509108
20,79,223.0189040915443
21,75,231.20889608799752
22,68,239.3988880844508
23,59,247.588880080904
0,27,59.2190641624796
1,6,67.40905615893283
2,4,75.59904815538607
3,2,83.7890401518393
4,1,91.97903214829253
5,16,100.16902414474578
6,89,108.359016141199
7,278,116.54900813765224
8,514,124.73900013410548
9,219,132.9289921305587
10,88,141.11898412701197
11,92,149.3089761234652
12,164,157.4989681199184
13,159,165.68896011637167
14,134,173.8789521128249
15,150,182.06894410927814
16,266,190.25893610573138
17,503,198.4489281021846
18,517,206.6389200986378
19,318,214.82891209509108
20,208,223.0189040915443
21,181,231.20889608799752
22,83,239.3988880844508
23,50,247.588880080904
0,10,59.2190641624796
1,6,67.40905615893283
2,2,75.59904815538607
3,6,83.7890401518393
4,2,91.97903214829253
5,20,100.16902414474578
6,100,108.359016141199
7,313,116.54900813765224
8,543,124.73900013410548
9,225,132.9289921305587
10,118,141.11898412701197
11,155,149.3089761234652
12,164,157.4989681199184
13,174,165.68896011637167
14,121,173.8789521128249
15,149,182.06894410927814
16,270,190.25893610573138
17,497,198.4489281021846
18,432,206.6389200986378
19,291,214.82891209509108
20,202,223.0189040915443
21,178,231.20889608799752
22,95,239.3988880844508
23,61,247.588880080904
0,30,59.2190641624796
1,6,67.40905615893283
2,4,75.59904815538607
3,2,83.7890401518393
5,29,100.16902414474578
6,100,108.359016141199
7,242,116.54900813765224
8,114,124.73900013410548
9,33,132.9289921305587
10,10,141.11898412701197
11,9,149.3089761234652
12,69,157.4989681199184
13,72,165.68896011637167
14,54,173.8789521128249
15,87,182.06894410927814
16,162,190.25893610573138
17,246,198.4489281021846
18,181,206.6389200986378
19,102,214.82891209509108
20,95,223.0189040915443
21,39,231.20889608799752
22,53,239.3988880844508
23,30,247.588880080904
0,10,59.2190641624796
1,12,67.40905615893283
2,6,75.59904815538607
3,3,83.7890401518393
4,5,91.97903214829253
5,18,100.16902414474578
6,107,108.359016141199
7,296,116.54900813765224
8,579,124.73900013410548
9,281,132.9289921305587
10,122,141.11898412701197
11,149,149.3089761234652
12,204,157.4989681199184
13,187,165.68896011637167
14,174,173.8789521128249
15,192,182.06894410927814
16,323,190.25893610573138
17,551,198.4489281021846
18,498,206.6389200986378
19,317,214.82891209509108
20,242,223.0189040915443
21,190,231.20889608799752
22,123,239.3988880844508
23,76,247.588880080904
0,45,59.2190641624796
1,18,67.40905615893283
2,4,75.59904815538607
3,3,83.7890401518393
4,2,91.97903214829253
5,24,100.16902414474578
6,88,108.359016141199
7,258,116.54900813765224
8,533,124.73900013410548
9,299,132.9289921305587
10,118,141.11898412701197
11,154,149.3089761234652
12,194,157.4989681199184
13,191,165.68896011637167
14,176,173.8789521128249
15,73,182.06894410927814
16,49,190.25893610573138
17,123,198.4489281021846
18,154,206.6389200986378
19,162,214.82891209509108
20,93,223.0189040915443
21,99,231.20889608799752
22,69,239.3988880844508
23,19,247.588880080904
0,21,59.2190641624796
